"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7ASRJB4L","journalArticle","1999","Hahnfeldt, P.; Panigrahy, D.; Folkman, J.; Hlatky, L.","Tumor development under angiogenic signaling: a dynamical theory of tumor growth, treatment response, and postvascular dormancy","Cancer Research","","0008-5472","","","The effects of the angiogenic inhibitors endostatin, angiostatin, and TNP-470 on tumor growth dynamics are experimentally and theoretically investigated. On the basis of the data, we pose a quantitative theory for tumor growth under angiogenic stimulator/inhibitor control that is both explanatory and clinically implementable. Our analysis offers a ranking of the relative effectiveness of these inhibitors. Additionally, it reveals the existence of an ultimate limitation to tumor size under angiogenic control, where opposing angiogenic stimuli come into dynamic balance, which can be modulated by antiangiogenic therapy. The competitive influences of angiogenically driven growth and inhibition underlying this framework may have ramifications for tissue size regulation in general.","1999-10","2025-07-24 20:26:40","2025-07-24 20:26:40","","4770–4775","","19","59","","","Tumor development under angiogenic signaling","","","","","","","english","","","","","","","Citation Key: hahnfeldtTumorDevelopmentAngiogenic1999 PMID: 10519381","","","","Animals; Mice; Models Biological; Neovascularization Pathologic; Angiogenesis Inhibitors; Angiostatins; Male; Antineoplastic Agents; Collagen; Cyclohexanes; Endostatins; Kinetics; Lung Neoplasms; Mice Inbred C57BL; O-(Chloroacetylcarbamoyl)fumagillol; Peptide Fragments; Plasminogen; Sesquiterpenes; Signal Transduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z652GQSN","webpage","","","Tumor Angiogenesis and Vascular Patterning: A Mathematical Model | PLOS One","","","","","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0019989","","","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-16","","","","","","","","","","","","","","","","","","","","","Citation Key: TumorAngiogenesisVascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJ839JLS","journalArticle","2017","Perfahl, Holger; Hughes, Barry D.; Alarcón, Tomás; Maini, Philip K.; Lloyd, Mark C.; Reuss, Matthias; Byrne, Helen M.","3D hybrid modelling of vascular network formation","Journal of Theoretical Biology","","0022-5193","10.1016/j.jtbi.2016.11.013","","We develop an off-lattice, agent-based model to describe vasculogenesis, the de novo formation of blood vessels from endothelial progenitor cells during development. The endothelial cells that comprise our vessel network are viewed as linearly elastic spheres that move in response to the forces they experience. We distinguish two types of endothelial cells: vessel elements are contained within the network and tip cells are located at the ends of vessels. Tip cells move in response to mechanical forces caused by interactions with neighbouring vessel elements and the local tissue environment, chemotactic forces and a persistence force which accounts for their tendency to continue moving in the same direction. Vessel elements are subject to similar mechanical forces but are insensitive to chemotaxis. An angular persistence force representing interactions with the local tissue is introduced to stabilise buckling instabilities caused by cell proliferation. Only vessel elements proliferate, at rates which depend on their degree of stretch: elongated elements have increased rates of proliferation, and compressed elements have reduced rates. Following division, the fate of the new cell depends on the local mechanical environment: the probability of forming a new sprout is increased if the parent vessel is highly compressed and the probability of being incorporated into the parent vessel increased if the parent is stretched. Simulation results reveal that our hybrid model can reproduce the key qualitative features of vasculogenesis. Extensive parameter sensitivity analyses show that significant changes in network size and morphology are induced by varying the chemotactic sensitivity of tip cells, and the sensitivities of the proliferation rate and the sprouting probability to mechanical stretch. Varying the chemotactic sensitivity directly influences the directionality of the networks. The degree of branching, and thereby the density of the networks, is influenced by the sprouting probability. Glyphs that simultaneously depict several network properties are introduced to show how these and other network quantities change over time and also as model parameters vary. We also show how equivalent glyphs constructed from in vivo data could be used to discriminate between normal and tumour vasculature and, in the longer term, for model validation. We conclude that our biomechanical hybrid model can generate vascular networks that are qualitatively similar to those generated from in vitro and in vivo experiments.","2017-02","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-16","254–268","","","414","","","","","","","","","","","","","","","","","Citation Key: perfahl3DHybridModelling2017","","","","Angiogenesis; Vasculogenesis; Agent-based modelling; Mechanical model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7FUXBDZ","journalArticle","2015","Flegg, Jennifer A.; Menon, Shakti N.; Maini, Philip K.; McElwain, D. L. Sean","On the mathematical modeling of wound healing angiogenesis in skin as a reaction-transport process","Frontiers in Physiology","","1664-042X","10.3389/fphys.2015.00262","","Over the last 30 years, numerous research groups have attempted to provide mathematical descriptions of the skin wound healing process. The development of theoretical models of the interlinked processes that underlie the healing mechanism has yielded considerable insight into aspects of this critical phenomenon that remain difficult to investigate empirically. In particular, the mathematical modeling of angiogenesis, i.e., capillary sprout growth, has offered new paradigms for the understanding of this highly complex and crucial step in the healing pathway. With the recent advances in imaging and cell tracking, the time is now ripe for an appraisal of the utility and importance of mathematical modeling in wound healing angiogenesis research. The purpose of this review is to pedagogically elucidate the conceptual principles that have underpinned the development of mathematical descriptions of wound healing angiogenesis, specifically those that have utilized a continuum reaction-transport framework, and highlight the contribution that such models have made toward the advancement of research in this field. We aim to draw attention to the common assumptions made when developing models of this nature, thereby bringing into focus the advantages and limitations of this approach. A deeper integration of mathematical modeling techniques into the practice of wound healing angiogenesis research promises new perspectives for advancing our knowledge in this area. To this end we detail several open problems related to the understanding of wound healing angiogenesis, and outline how these issues could be addressed through closer cross-disciplinary collaboration.","2015-09","2025-07-24 20:26:40","2025-07-24 20:26:40","2025-07-16","262","","","6","","","","","","","","","","","","","","","","","Citation Key: fleggMathematicalModelingWound2015 PMID: 26483695 tex.pmcid: PMC4588694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIIYW6SQ","journalArticle","2007","Bauer, Amy L.; Jackson, Trachette L.; Jiang, Yi","A cell-based model exhibiting branching and anastomosis during tumor-induced angiogenesis","Biophysical Journal","","0006-3495","10.1529/biophysj.106.101501","","This work describes the first cell-based model of tumor-induced angiogenesis. At the extracellular level, the model describes diffusion, uptake, and decay of tumor-secreted pro-angiogenic factor. At the cellular level, the model uses the cellular Potts model based on system-energy reduction to describe endothelial cell migration, growth, division, cellular adhesion, and the evolving structure of the stroma. Numerical simulations show: 1), different tumor-secreted pro-angiogenic factor gradient profiles dramatically affect capillary sprout morphology; 2), average sprout extension speeds depend on the proximity of the proliferating region to the sprout tip, and the coordination of cellular functions; and 3), inhomogeneities in the extravascular tissue lead to sprout branching and anastomosis, phenomena that emerge without any prescribed rules. This model provides a quantitative framework to test hypotheses on the biochemical and biomechanical mechanisms that control tumor-induced angiogenesis.","2007-05","2025-07-24 20:26:41","2025-07-24 20:26:41","","3105–3121","","9","92","","","","","","","","","","english","","","","","","","Citation Key: bauerCellbasedModelExhibiting2007f PMID: 17277180 tex.pmcid: PMC1852370","","","","Animals; Cell Communication; Computer Simulation; Humans; Neoplasms; Models Biological; Neovascularization Pathologic; Angiogenesis Modulating Agents; Angiogenic Proteins; Cell Aggregation; Cell Proliferation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5P7PHL6","journalArticle","2014","Bentley, Katie; Franco, Claudio Areias; Philippides, Andrew; Blanco, Raquel; Dierkes, Martina; Gebala, Véronique; Stanchi, Fabio; Jones, Martin; Aspalter, Irene M.; Cagna, Guiseppe; Weström, Simone; Claesson-Welsh, Lena; Vestweber, Dietmar; Gerhardt, Holger","The role of differential VE-cadherin dynamics in cell rearrangement during angiogenesis","Nature Cell Biology","","1476-4679","10.1038/ncb2926","","Endothelial cells show surprising cell rearrangement behaviour during angiogenic sprouting; however, the underlying mechanisms and functional importance remain unclear. By combining computational modelling with experimentation, we identify that Notch/VEGFR-regulated differential dynamics of VE-cadherin junctions drive functional endothelial cell rearrangements during sprouting. We propose that continual flux in Notch signalling levels in individual cells results in differential VE-cadherin turnover and junctional-cortex protrusions, which powers differential cell movement. In cultured endothelial cells, Notch signalling quantitatively reduced junctional VE-cadherin mobility. In simulations, only differential adhesion dynamics generated long-range position changes, required for tip cell competition and stalk cell intercalation. Simulation and quantitative image analysis on VE-cadherin junctional patterning in vivo identified that differential VE-cadherin mobility is lost under pathological high VEGF conditions, in retinopathy and tumour vessels. Our results provide a mechanistic concept for how cells rearrange during normal sprouting and how rearrangement switches to generate abnormal vessels in pathologies.","2014-04","2025-07-24 20:26:41","2025-07-24 20:26:41","","309–321","","4","16","","","","","","","","","","english","","","","","","","Citation Key: bentleyRoleDifferentialVEcadherin2014 PMID: 24658686","","","","Animals; Computer Simulation; Humans; Diabetic Retinopathy; Mice; Neovascularization Pathologic; Endothelial Cells; Male; Signal Transduction; Antigens CD; Cadherins; Cell Adhesion; Cell Movement; Cells Cultured; Female; Image Processing Computer-Assisted; Intercellular Junctions; Mice Transgenic; Receptors Notch; Vascular Endothelial Growth Factor A; Vascular Endothelial Growth Factor Receptor-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJRKRHJX","journalArticle","2023","Crawshaw, Jessica R.; Flegg, Jennifer A.; Bernabeu, Miguel O.; Osborne, James M.","Mathematical models of developmental vascular remodelling: A review","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1011130","","Over the past 40 years, there has been a strong focus on the development of mathematical models of angiogenesis, while developmental remodelling has received little such attention from the mathematical community. Sprouting angiogenesis can be seen as a very crude way of laying out a primitive vessel network (the raw material), while remodelling (understood as pruning of redundant vessels, diameter control, and the establishment of vessel identity and hierarchy) is the key to turning that primitive network into a functional network. This multiscale problem is of prime importance in the development of a functional vasculature. In addition, defective remodelling (either during developmental remodelling or due to a reactivation of the remodelling programme caused by an injury) is associated with a significant number of diseases. In this review, we discuss existing mathematical models of developmental remodelling and explore the important contributions that these models have made to the field of vascular development. These mathematical models are effectively used to investigate and predict vascular development and are able to reproduce experimentally observable results. Moreover, these models provide a useful means of hypothesis generation and can explain the underlying mechanisms driving the observed structural and functional network development. However, developmental vascular remodelling is still a relatively new area in mathematical biology, and many biological questions remain unanswered. In this review, we present the existing modelling paradigms and define the key challenges for the field.","2023-08","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-16","e1011130","","8","19","","","Mathematical models of developmental vascular remodelling","","","","","","","english","","","","","","","Citation Key: crawshawMathematicalModelsDevelopmental2023j Publisher: Public Library of Science","","","","Capillaries; Blood flow; Endothelial cells; Mathematical models; Cell signaling; In vivo imaging; Shear stresses; Wnt signaling cascade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TK2CVH3M","journalArticle","2009","QUTUB, AMINA A.; MAC GABHANN, FEILIM; KARAGIANNIS, EMMANOUIL D.; VEMPATI, PRAKASH; POPEL, ALEKSANDER S.","Multiscale Models of Angiogenesis","IEEE engineering in medicine and biology magazine : the quarterly magazine of the Engineering in Medicine & Biology Society","","0739-5175","10.1109/MEMB.2009.931791","","","2009","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-16","14–31","","2","28","","","","","","","","","","","","","","","","","Citation Key: qutubMultiscaleModelsAngiogenesis2009 PMID: 19349248 tex.pmcid: PMC3077679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ETB2SPR","journalArticle","2017","Forster, Jake C; Harriss-Phillips, Wendy M; Douglass, Michael JJ; Bezak, Eva","A review of the development of tumor vasculature and its effects on the tumor microenvironment","Hypoxia","","2324-1128","10.2147/HP.S133231","","Background The imbalance of angiogenic regulators in tumors drives tumor angiogenesis and causes the vasculature to develop much differently in tumors than in normal tissue. There are several cancer therapy techniques currently being used and developed that target the tumor vasculature for the treatment of solid tumors. This article reviews the aspects of the tumor vasculature that are relevant to most cancer therapies but particularly to vascular targeting techniques. Materials and methods We conducted a review of identified experiments in which tumors were transplanted into animals to study the development of the tumor vasculature with tumor growth. Quantitative vasculature morphology data for spontaneous human head and neck cancers are reviewed. Parameters assessed include the highest microvascular density (h-MVD) and the relative vascular volume (RVV). The effects of the vasculature on the tumor microenvironment are discussed, including the distributions of hypoxia and proliferation. Results Data for the h-MVD and RVV in head and neck cancers are highly varied, partly due to methodological differences. However, it is clear that the cancers are typically more vascularized than the corresponding normal tissue. The commonly observed chronic hypoxia and acute hypoxia in these tumors are due to high intratumor heterogeneity in MVD and lower than normal blood oxygenation levels through the abnormally developed tumor vasculature. Hypoxic regions are associated with decreased cell proliferation. Conclusion The morphology of the vasculature strongly influences the tumor microenvironment, with important implications for tumor response to medical intervention such as radiotherapy. Quantitative vasculature morphology data herein may be used to inform computational models that simulate the spatial tumor vasculature. Such models may play an important role in exploring and optimizing vascular targeting cancer therapies.","2017-04","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-16","21–32","","","5","","","","","","","","","","","","","","","","","Citation Key: forsterReviewDevelopmentTumor2017 PMID: 28443291 tex.pmcid: PMC5395278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRMF6QF2","journalArticle","2020","Lorente, Sylvie; Hautefeuille, Mathieu; Sanchez-Cedillo, Aczel","The liver, a functionalized vascular structure","Scientific Reports","","2045-2322","10.1038/s41598-020-73208-8","","The liver is not only the largest organ in the body but also the one playing one of the most important role in the human metabolism as it is in charge of transforming toxic substances in the body. Understanding the way its blood vasculature works is key. In this work we show that the challenge of predicting the hepatic multi-scale vascular network can be met thanks to the constructal law of design evolution. The work unveils the structure of the liver blood flow architecture as a combination of superimposed tree-shaped networks and porous system. We demonstrate that the dendritic nature of the hepatic artery, portal vein and hepatic vein can be predicted, together with their geometrical features (diameter ratio, duct length ratio) as the entire blood flow architectures follow the principle of equipartition of imperfections. At the smallest scale, the shape of the liver elemental systems—the lobules—is discovered, while their permeability is also predicted. The theory is compared with good agreement to anatomical data from the literature.","2020-10","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-16","16194","","1","10","","","","","","","","","","english","","","","","","","Citation Key: lorenteLiverFunctionalizedVascular2020 Publisher: Nature Publishing Group tex.copyright: 2020 The Author(s)","","","","Engineering; Liver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAKRNZSE","bookSection","2011","Wilson, David P.","Vascular Smooth Muscle Structure and Function","Mechanisms of Vascular Disease: A Reference Book for Vascular Specialists","978-0-9871718-2-5","","","","","2011","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-16","","","","","","","","","","","","University of Adelaide Press","Adelaide (AU)","english","","","","","","","Citation Key: wilsonVascularSmoothMuscle2011 PMID: 30485007 tex.lccn: NBK534250","","","","","","Fitridge, Robert; Thompson, Matthew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EB5XTBST","journalArticle","2023","Chappell, Joanna; Aughwane, Rosalind; Clark, Alys R.; Ourselin, Sebastien; David, Anna L.; Melbourne, Andrew","A review of feto-placental vasculature flow modelling","Placenta","","0143-4004","10.1016/j.placenta.2023.08.068","","The placenta provides the vital nutrients and removal of waste products required for fetal growth and development. Understanding and quantifying the differences in structure and function between a normally functioning placenta compared to an abnormal placenta is vital to provide insights into the aetiology and treatment options for fetal growth restriction and other placental disorders. Computational modelling of blood flow in the placenta allows a new understanding of the placental circulation to be obtained. This structured review discusses multiple recent methods for placental vascular model development including analysis of the appearance of the placental vasculature and how placental haemodynamics may be simulated at multiple length scales., ∙Many mathematical models and vascular scales exist within the literature.∙This review discusses multiple methods for placental vascular model development.∙Future developments are likely to bring these models in to in vivo use.","2023-10","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-16","56–63","","","142","","","","","","","","","","","","","","","","","Citation Key: chappellReviewFetoplacentalVasculature2023 PMID: 37639951 tex.pmcid: PMC10873207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZULHZEF","book","2005","Gross, Jonathan L.; Yellen, Jay","Graph Theory and Its Applications, Second Edition","","978-1-58488-505-4","","","","Already an international bestseller, with the release of this greatly enhanced second edition, Graph Theory and Its Applications is now an even better choice as a textbook for a variety of courses – a textbook that will continue to serve your students as a reference for years to come.The superior explanations, broad coverage, and abundance of illustrations and exercises that positioned this as the premier graph theory text remain, but are now augmented by a broad range of improvements. Nearly 200 pages have been added for this edition, including nine new sections and hundreds of new exercises, mostly non-routine. What else is new?New chapters on measurement and analytic graph theory Supplementary exercises in each chapter - ideal for reinforcing, reviewing, and testing.Solutions and hints, often illustrated with figures, to selected exercises - nearly 50 pages worthReorganization and extensive revisions in more than half of the existing chapters for smoother flow of the expositionForeshadowing - the first three chapters now preview a number of concepts, mostly via the exercises, to pique the interest of readerGross and Yellen take a comprehensive approach to graph theory that integrates careful exposition of classical developments with emerging methods, models, and practical needs. Their unparalleled treatment provides a text ideal for a two-semester course and a variety of one-semester classes, from an introductory one-semester course to courses slanted toward classical graph theory, operations research, data structures and algorithms, or algebra and topology.","2005-09","2025-07-24 20:26:41","2025-07-24 20:26:41","","","","","","","","","","","","","CRC Press","","en","","","","","","","Citation Key: Gross2005","","","","Computers / Operating Systems / General; Computers / Programming / Algorithms; Mathematics / Combinatorics; Mathematics / Discrete Mathematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEVIZSV5","document","2019","Lim; Lim, Lek-Heng","Hodge Laplacians on graphs","","","","","http://arxiv.org/abs/1507.05379","This is an elementary introduction to the Hodge Laplacian on a graph, a higher-order generalization of the graph Laplacian. We will discuss basic properties including cohomology and Hodge theory. The main feature of our approach is simplicity, requiring only knowledge of linear algebra and graph theory. We have also isolated the algebra from the topology to show that a large part of cohomology and Hodge theory is nothing more than the linear algebra of matrices satisfying $AB = 0$. For the remaining topological aspect, we cast our discussions entirely in terms of graphs as opposed to less-familiar topological objects like simplicial complexes.","2019-08","2025-07-24 20:26:41","2025-07-24 20:26:41","2024-12-27","","","","","","","","","","","","arXiv","","","","","","","","","Citation Key: Lim2019 DOI: 10.48550/arXiv.1507.05379","","","","Computer Science - Information Theory; Mathematics - Information Theory","","","","","Lim, Lek-Heng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBZ2IHHX","journalArticle","2016","Dewan, Ian","Graph homology and cohomology","preprint","","","","https://alistairsavage.ca/pubs/Dewan-Graph_Homology.pdf","","2016","2025-07-24 20:26:41","2025-07-24 20:26:41","","","","","","","","","","","","","","","","","","","","","","Citation Key: dewan2016graph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TBLNKHV","document","2024","Wiki","Graph homology","","","","","https://en.wikipedia.org/w/index.php?title=Graph_homology&oldid=1249370492","In algebraic topology and graph theory, graph homology describes the homology groups of a graph, where the graph is considered as a topological space. It formalizes the idea of the number of ""holes"" in the graph. It is a special case of a simplicial homology, as a graph is a special case of a simplicial complex. Since a finite graph is a 1-complex (i.e., its 'faces' are the vertices - which are 0-dimensional, and the edges - which are 1-dimensional), the only non-trivial homology groups are the 0-th group and the 1-th group.","2024-10","2025-07-24 20:26:41","2025-07-24 20:26:41","2024-12-27","","","","","","","","","","","","","","en","","","","","","","Citation Key: Wiki2024 tex.copyright: Creative Commons Attribution-ShareAlike License","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MP6UL7WV","document","2024","PETER-MARCH; March, Peter","Helmholtz-Hodge Decomposition on Graphs","","","","","http://arxiv.org/abs/2412.09434","We propose a definition of the curl of a vector field X on a finite simple graph as the projection of X onto the orthogonal complement of circulation-free vector fields, where a vector field is circulation-free provided its line integral around every simple circuit vanishes. We justify the definition by observing that X and curl X have the same circulation and curl of the gradient and divergence of the curl vanish. This shows the gradient, curl, and divergence operators form an exact sequence, in analogy with the classical case of vector fields on Euclidean domains and yields the Helmholtz-Hodge decomposition of a vector field on a graph as the sum of a gradient, a curl, and a harmonic field. Along the way, we also prove analogues of the divergence theorem, Green's identities, and Helmholtz's theorem. A consequence of our definition is that the curl is a non-local operator, in sharp contrast to the classical case and existing notions of curl on a graph.","2024-12","2025-07-24 20:26:41","2025-07-24 20:26:41","2024-12-27","","","","","","","","","","","","arXiv","","","","","","","","","Citation Key: 2024 DOI: 10.48550/arXiv.2412.09434","","","","Mathematics - Combinatorics; Mathematics - Differential Geometry","","","","","March, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5JWSYR9","book","2020","Strang, Alexander","Applications of the Helmholtz-Hodge decomposition to networks and random processes","","","","","https://case.edu/math/thomas/Strang-Alexander-2020-PhD-thesis-final.pdf","","2020","2025-07-24 20:26:41","2025-07-24 20:26:41","","","","","","","","","","","","","Case Western Reserve University","","","","","","","","","Citation Key: strang2020applications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L856V8FR","journalArticle","1982","Edelstein, Leah","The propagation of fungal colonies: a model for tissue growth","Journal of Theoretical Biology","","0022-5193","10.1016/0022-5193(82)90146-1","","Fungi have primitive tissues in which regulated spatial growth is known to occur. For this reason, they provide a convenient model system for some aspects of tissue growth in higher organisms. A mathematical description of growth and branching in fungi is derived in terms of continuum variables such as densities of filaments and tips of filaments. The equations contain a term for branching which takes on specific mathematical forms for distinct fungal morphologies (lateral or dichotomous branching, anastomosis, etc.). By analysing propagating solutions to these equations it is demonstrated that certain branching strategies may be advantageous to the propagation of the tissue. The model also suggests causes for ring-like patterns occasionally associated with the colonies of certain species of fungi.","1982-10","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-22","679–701","","4","98","","","The propagation of fungal colonies","","","","","","","","","","","","","","Citation Key: edelsteinPropagationFungalColonies1982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VRBWLXC","journalArticle","1989","Edelstein-Keshet, Leah; Ermentrout, Bard","Models for Branching Networks in Two Dimensions","SIAM Journal on Applied Mathematics","","0036-1399","","","In this paper mathematical models for branching networks growing in one and two dimensions are described. Continuum equations are formulated to represent evolving spatial distributions of density given a variety of assumptions about branching and crosslinking kinetics. In accommodating the influence of angular branch distributions, a set of integropartial differential equations are obtained. It is found that crosslinking (which eliminates apical growth) acts as a density-regulating mechanism. If the branching angle ? is small, this mechanism further leads to a phenomenon of orientation selection: It is shown analytically that for small ? a spatially homogeneous network with an initial uniform distribution of branch orientations will align along a single axis as a result of instability of the uniform steady state to small perturbations that are nonuniform in the angular variable. Because instability first occurs to a mode e<sup>il?</sup> for which l = 2, such networks eventually contain only parallel branches. Similar phenomena lead to a transition in properties of spatially propagating networks, whose angular distributions are diffuse for $\varphi > 0.29$ and sharply defined for $\varphi < 0.24$. Other properties of propagating networks, including traveling wave behavior, are described analytically and illustrated by numerical simulations.","1989","2025-07-24 20:26:41","2025-07-24 20:26:41","2025-07-22","1136–1157","","4","49","","","","","","","","","","","","","","","","","Citation Key: edelstein-keshetModelsBranchingNetworks1989 JSTOR: 2102010 Publisher: Society for Industrial and Applied Mathematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNBLANUD","book","2014","Peters, James F.","Topology of Digital Images: Visual Pattern Discovery in Proximity Spaces","","978-3-642-53844-5","","","","This book carries forward recent work on visual patterns and structures in digital images and introduces a near set-based a topology of digital images. Visual patterns arise naturally in digital images viewed as sets of non-abstract points endowed with some form of proximity (nearness) relation. Proximity relations make it possible to construct uniform topologies on the sets of points that constitute a digital image. In keeping with an interest in gaining an understanding of digital images themselves as a rich source of patterns, this book introduces the basics of digital images from a computer vision perspective. In parallel with a computer vision perspective on digital images, this book also introduces the basics of proximity spaces. Not only the traditional view of spatial proximity relations but also the more recent descriptive proximity relations are considered. The beauty of the descriptive proximity approach is that it is possible to discover visual set patterns among sets that are non-overlapping and non-adjacent spatially. By combining the spatial proximity and descriptive proximity approaches, the search for salient visual patterns in digital images is enriched, deepened and broadened. A generous provision of Matlab and Mathematica scripts are used in this book to lay bare the fabric and essential features of digital images for those who are interested in finding visual patterns in images. The combination of computer vision techniques and topological methods lead to a deep understanding of images.","2014-02-14","2025-07-24 20:37:00","2025-07-24 20:37:00","","","411","","","","","Topology of Digital Images","","","","","Springer Berlin Heidelberg","","en","","","","","Google Books","","Google-Books-ID: 4790ngEACAAJ","","","https://books.google.ca/books?id=4790ngEACAAJ","","Computers / Artificial Intelligence / General; Computers / Optical Data Processing; Computers / Software Development & Engineering / Computer Graphics; Technology & Engineering / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4A7LZDT","book","2005","Zomorodian, Afra J.","Topology for Computing","","978-1-139-44263-3","","","","The emerging field of computational topology utilizes theory from topology and the power of computing to solve problems in diverse fields. Recent applications include computer graphics, computer-aided design (CAD), and structural biology, all of which involve understanding the intrinsic shape of some real or abstract space. A primary goal of this book is to present basic concepts from topology and Morse theory to enable a non-specialist to grasp and participate in current research in computational topology. The author gives a self-contained presentation of the mathematical concepts from a computer scientist's point of view, combining point set topology, algebraic topology, group theory, differential manifolds, and Morse theory. He also presents some recent advances in the area, including topological persistence and hierarchical Morse complexes. Throughout, the focus is on computational challenges and on presenting algorithms and data structures when appropriate.","2005-01-10","2025-07-24 20:46:02","2025-07-24 20:46:02","","","264","","","","","","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: oKEGGMgnWKcC","","","https://books.google.ca/books?id=oKEGGMgnWKcC","","Mathematics / Discrete Mathematics; Mathematics / Topology; Computers / Software Development & Engineering / Computer Graphics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3KGFAF9","book","1999","Oppenheim, Alan V.; Schafer, Ronald W.; Buck, John R.","Discrete-time Signal Processing","","978-0-13-083443-0","","","","For senior/graduate-level courses in Discrete-Time Signal Processing. THE definitive, authoritative text on DSP ideal for those with an introductory-level knowledge of signals and systems. Written by prominent, DSP pioneers, it provides thorough treatment of the fundamental theorems and properties of discrete-time linear systems, filtering, sampling, and discrete-time Fourier Analysis. By focusing on the general and universal concepts in discrete-time signal processing, it remains vital and relevant to the new challenges arising in the field without limiting itself to specific technologies with relatively short life spans.","1999","2025-07-24 21:05:33","2025-07-24 21:05:33","","","870","","","","","","","","","","Prentice Hall","","en","","","","","Google Books","","Google-Books-ID: cR3CQgAACAAJ","","","https://books.google.ca/books?id=cR3CQgAACAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCFNLP4V","webpage","","","Damage and Fluctuations Induce Loops in Optimal Transport Networks | Phys. Rev. Lett.","","","","","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.104.048704","","","2025-07-24 22:06:07","2025-07-24 22:06:07","2025-07-24 22:06:07","","","","","","","","","","","","","","","","","","","","","","","/home/alifeleparanj/Zotero/storage/W6QEBZQV/PhysRevLett.104.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
